timestamp,value,humidity_max,humidity_min,humidity_unit,humidity_type,temperature,temperature_max,temperature_min,temperature_type,temperature_unit,day_id,extracted_path,transformed_path,date
2022-12-05T17:00:00.000Z,0.587,0.607,0.548,UNIT_INTERVAL,percentage,21.36,21.97,17.64,temperature,celsius,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
2022-12-05T17:15:00.000Z,0.597,0.607,0.548,UNIT_INTERVAL,percentage,21.24,21.97,17.64,temperature,celsius,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
2022-12-05T17:30:00.000Z,0.598,0.607,0.548,UNIT_INTERVAL,percentage,20.99,21.97,17.64,temperature,celsius,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
2022-12-05T17:45:00.000Z,0.601,0.607,0.548,UNIT_INTERVAL,percentage,20.85,21.97,17.64,temperature,celsius,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
2022-12-05T18:00:00.000Z,0.601,0.607,0.548,UNIT_INTERVAL,percentage,20.85,21.97,17.64,temperature,celsius,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
2022-12-05T18:15:00.000Z,0.594,0.607,0.548,UNIT_INTERVAL,percentage,21.23,21.97,17.64,temperature,celsius,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
2022-12-05T18:30:00.000Z,0.593,0.607,0.548,UNIT_INTERVAL,percentage,21.78,21.97,17.64,temperature,celsius,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
2022-12-05T18:45:00.000Z,0.597,0.607,0.548,UNIT_INTERVAL,percentage,21.89,21.97,17.64,temperature,celsius,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
2022-12-05T19:00:00.000Z,0.593,0.607,0.548,UNIT_INTERVAL,percentage,21.97,21.97,17.64,temperature,celsius,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
2022-12-05T19:15:00.000Z,0.595,0.607,0.548,UNIT_INTERVAL,percentage,21.82,21.97,17.64,temperature,celsius,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
2022-12-05T19:30:00.000Z,0.595,0.607,0.548,UNIT_INTERVAL,percentage,21.82,21.97,17.64,temperature,celsius,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
2022-12-05T19:45:00.000Z,0.605,0.607,0.548,UNIT_INTERVAL,percentage,21.53,21.97,17.64,temperature,celsius,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
2022-12-05T20:00:00.000Z,0.607,0.607,0.548,UNIT_INTERVAL,percentage,21.41,21.97,17.64,temperature,celsius,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
